plotID,collectDate,horizonName,biogeoTopDepth,biogeoBottomDepth,biogeoCenterDepth,airDryOvenDryRatio,gypsumConc,caco3Conc,caNh4d,kNh4d,mgNh4d,naNh4d,cecdNh4,alSatCecd33,baseSumCecd10,bsesatCecd10,ececCecd33,alKcl,feKcl,mnKcl,phCacl2,phH2o,ec12pre,bSatx,brSatx,caSatx,clSatx,co3Satx,ecSatp,flSatx,waterSatx,hco3Sx,kSatx,mgSatx,naSatx,no2Satx,no3Satx,pSatx,phSp,resist,so4Satx,carbonTot,nitrogenTot,ctonRatio,estimatedOC,sulfurTot,alOxalate,feOxalate,mnOxalate,pOxalate,siOxalate,optDensityOxalate,alCitDithionate,feCitDithionate,mnCitDithionate,siliconCitrateDithionate,acidity,waterRetention15Bar,MehlichIIITotP,Bray1PExtractable,OlsenPExtractable,coarseFrag2To5,coarseFrag5To20,sandTotal,siltTotal,clayTotal,carbonateClay,clayFineContent,siltFineContent,siltCoarseContent,sandVeryFineContent,sandFineContent,sandMediumContent,sandCoarseContent,bulkDensCenterDepth,bulkDensTopDepth,bulkDensBottomDepth,bulkDensThirdBar,bulkDensOvenDry,bulkDensFieldMoist,waterRetentionThirdBar,fieldWaterContent
ONAQ_015,2016-11-07,Ck1,68,89,78.5,1.018,0,200,42.4,0.5,6.4,12.5,11.7,NA,61.8,100,NA,NA,NA,NA,8.6,8.8,3.58,NA,0,5.1,124.7,0,14.91,0,41.3,3.1,0,8.6,147.8,0,3.7,0,8.3,NA,24.8,24.8,0,NA,0,0.1,0.05,0.03,181,270.9,0.03,0.01,0,0.4,0,0.1,NA,NA,NA,NA,2.5,13.7,24.5,44.4,38.4,17.2,5.2,NA,16.9,21.5,27.9,12.6,2.4,1,78.5,68,89,1.31,1.37,NA,17.9,NA
ONAQ_011,2016-11-07,C,87,100,93.5,1.015,0,260,37.9,4,2.3,15.6,10.7,NA,59.8,100,NA,NA,NA,NA,9.6,10.1,3.22,NA,0,0,83.4,12.1,12.87,0,38.9,22.4,3.2,0,135.9,0,1.3,0,9.7,NA,21.7,30.5,0,NA,0,0.1,0.06,0.02,148,380.5,0.04,0.01,0,0.2,0,0.1,NA,NA,NA,NA,17.5,14.9,31.5,43.8,39.4,16.8,5.7,NA,18.2,21.2,31,9.5,1.9,0.7,93.5,87,100,1.26,1.3,NA,15.3,NA
ONAQ_015,2016-11-07,Bk2,41,68,54.5,1.016,0,200,42.9,1.3,6,6.3,11,NA,56.5,100,NA,NA,NA,NA,8.2,8.6,1.83,NA,0,5,64,0,7.58,0,41.3,2.9,0.8,4.5,64.7,0.2,1.4,0,8.1,NA,3.7,24.9,0,NA,1,0,0.04,0.02,169.9,255.9,0.02,0.02,0,0.3,0,0.1,NA,NA,NA,NA,0.4,16,13.3,50.1,33.4,16.5,5.2,NA,16.4,17,34.1,12.5,2,1,54.5,41,68,1.34,1.4,NA,17.6,NA
ONAQ_015,2016-11-07,A,0,9,4.5,1.018,NA,150,47.9,2.4,3.5,0.2,13.4,NA,54,100,NA,NA,NA,NA,7.9,8.5,0.32,NA,0,6.6,0.8,0,0.91,0,34.5,7.9,1.1,1.5,1.5,0.1,0.1,0.1,8,NA,0.4,26.1,0.7,11,8,0,0.09,0.05,378.1,709.9,0.05,0.03,0.1,0.4,0.1,0.1,NA,NA,NA,NA,19.4,4.8,20.8,35.3,50,14.7,3.2,NA,24.7,25.3,24.7,8.3,1.4,0.5,4.5,0,9,1.27,1.32,NA,18.2,NA
ONAQ_015,2016-11-07,Ck2,89,100,94.5,1.017,0,250,44.1,0.5,6.8,14.9,11.1,NA,66.3,100,NA,NA,NA,NA,8.6,8.8,4.8,NA,0,7.7,176.3,0,20.91,0,38.3,2.2,0.5,15.6,204.5,0,3.9,0,8.3,NA,37.4,29.7,0,NA,0,0.4,0.04,0.03,175.9,256.7,0.03,0.01,0,0.4,0,0.1,NA,NA,NA,NA,3.4,28.2,337.6,45.2,35.8,19,6.3,NA,16.6,19.2,21.6,10.2,6.7,4.6,NA,NA,NA,NA,NA,NA,NA,NA
ONAQ_011,2016-11-07,Bk,24,46,35,1.017,0,280,38.3,6.7,4.3,13.6,13,NA,62.9,100,NA,NA,NA,NA,9.5,10,2.94,NA,0,0.2,64.6,7.4,10.4,0,43.8,20.9,7.1,0,106.2,0.5,0,0,9.6,NA,16.7,35.7,0,NA,2,0.1,0.06,0.02,114.5,443.9,0.04,0.01,0,0.2,0,0.1,NA,NA,NA,NA,10.4,6.7,3.9,34,48.9,17.1,7.8,NA,26,22.9,27,4.2,1.8,0.6,35,24,46,NA,NA,NA,NA,NA
ONAQ_015,2016-11-07,Bk1,9,41,25,1.018,NA,180,46.3,4.1,4.8,0.7,13.3,NA,55.9,100,NA,NA,NA,NA,7.9,8.7,0.3,NA,0,1.5,2.1,0,0.74,0,38.2,4.5,1.7,0.7,3.5,0,0,0,8.2,NA,0.3,23.5,0,NA,1,0,0.06,0.03,235.8,348.6,0.03,0.01,0,0.4,0,0.1,NA,NA,NA,NA,0.3,4.1,9.2,34.2,49.6,16.2,3.7,NA,23.1,26.5,26,7,0.7,0.3,25,9,41,1.23,1.27,NA,18.5,NA
ONAQ_011,2016-11-07,A2,8,24,16,1.017,0,160,42,4.7,4.4,2.4,12.5,NA,53.5,100,NA,NA,NA,NA,8.1,8.6,0.81,NA,0,3.7,21.4,0,3.12,0,40.6,5.5,4.3,1.9,20.4,0,0,0,8.1,NA,1.4,33,0.2,71,14,0,0.07,0.03,198.7,740,0.04,0.01,0,0.2,0,0.1,NA,NA,NA,NA,14.5,25.5,29.3,33.6,48.8,17.6,6.3,NA,23.9,24.9,23.1,6.7,1.8,1.1,16,8,24,1.23,1.27,NA,18.3,NA
ONAQ_011,2016-11-07,A1,0,8,4,1.015,0,240,45.7,4.1,4.5,1.7,12.3,NA,56,100,NA,NA,NA,NA,8,8.6,0.62,NA,0,3.3,5.3,0,1.8,0.1,51.9,11.2,3.3,1.2,12.5,0.1,0,0.3,8.3,NA,1.1,45.1,1.4,12,17,0.1,0.07,0.04,240.1,562.6,0.04,0.03,0,0.3,0,0.1,NA,NA,NA,NA,32.7,26,44.3,37.7,49.5,12.8,5,NA,20.7,28.8,24.9,8.2,2.1,1.2,4,0,8,1.35,1.4,NA,20.1,NA
ONAQ_008,2016-11-08,Ck,70,100,85,1.018,NA,340,43.6,1.1,5.2,0.1,11.4,NA,50,100,NA,NA,NA,NA,7.8,8.4,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.1,0.1,9,1,0,0.05,0.02,108.7,348.7,0.03,0.02,0,0.3,0,0.1,NA,NA,NA,NA,0,94.2,385.4,35.4,43,21.6,7.4,NA,23.7,19.3,21.9,3.9,2.8,3.4,85,70,100,1.31,1.38,NA,19.6,NA
ONAQ_024,2016-11-08,A,0,8,4,1.016,0,110,43.9,1.3,2.2,0.1,12.6,NA,47.5,100,NA,NA,NA,NA,7.7,8.3,0.55,NA,0,6.7,0.4,0,0.76,0,47.1,6.9,0.6,0.9,0.7,0.1,0.1,0.1,8,NA,0.3,26.2,1.1,11,13,0,0.08,0.03,372,495.4,0.04,0.05,0,0.4,0,0.1,NA,NA,NA,NA,19.6,6.2,12.7,51.8,38.1,10.1,1.8,NA,15.1,23,38.1,11,1.6,0.7,4,0,8,1.2,1.29,NA,14,NA
ONAQ_008,2016-11-08,ABk,18,41,29.5,1.019,NA,320,47.8,0.8,2.9,0.1,13,NA,51.6,100,NA,NA,NA,NA,7.6,8.3,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.8,0.3,16,5,0,0.06,0.03,147.2,409.8,0.03,0.03,0,0.3,0,0.1,NA,NA,NA,NA,0,107.8,281.4,34.3,42.4,23.3,7.8,NA,23.5,18.9,16.3,6.2,2.9,3.3,29.5,18,41,1.19,1.26,NA,24.6,NA
ONAQ_008,2016-11-08,A,0,18,9,1.022,NA,280,53.1,0.8,2.6,0.1,16.1,NA,56.6,100,NA,NA,NA,NA,7.6,8.2,0.26,NA,0,4.5,0.3,0,0.49,0,62.7,4.4,0.2,0.6,0.5,0.1,0,0,7.8,NA,0.1,45.1,0.8,13,11,0,0.08,0.04,186.9,485.2,0.05,0.08,0,0.3,0,0.1,NA,NA,NA,NA,3,102.6,300.5,34.2,41.4,24.4,6.5,NA,25.2,16.2,16.2,5.6,2.8,4,9,0,18,1.09,1.15,NA,28.8,NA
ONAQ_024,2016-11-08,Ck1,56,82,69,1.017,NA,220,42.3,0.8,5.5,2.7,12.8,NA,51.3,100,NA,NA,NA,NA,8.1,9.2,0.35,NA,0,0.6,0.3,0,0.67,0.1,47.3,6.4,0.1,0.2,7,0,0.1,0,8.7,NA,0.4,26.7,0,NA,1,0,0.04,0.02,179.3,311.4,0.03,0.01,0,0.4,0,0.1,NA,NA,NA,NA,0.1,12.7,12.4,38.7,45,16.3,5.4,NA,19.3,25.7,27.7,8.2,1.1,0.8,69,56,82,1.31,1.35,NA,19.7,NA
ONAQ_032,2016-11-08,Ak,0,28,14,1.028,0,290,54.5,2.3,4.7,0.7,24.6,NA,62.2,100,NA,NA,NA,NA,7.6,8,0.74,NA,0,15.4,5.2,0,2.16,0.1,60.5,10.4,1.7,3.5,5,4.6,0.1,0,7.6,NA,2,71.3,2.5,15,37,0.3,0.1,0.05,274.4,508.4,0.05,0.26,0.1,0.6,0,0.1,NA,NA,NA,NA,12.6,72.9,201.5,24.8,48.6,26.6,4.4,NA,28.8,19.8,10.7,4.5,3.2,3.8,14,0,28,1.04,1.14,NA,28,NA
ONAQ_008,2016-11-08,Bk,41,70,55.5,1.018,NA,350,46.2,0.9,3.6,0.1,12.2,NA,50.8,100,NA,NA,NA,NA,7.7,8.3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.9,0.1,14,1,0,0.05,0.02,118.6,355.8,0.03,0.02,0,0.3,0,0.1,NA,NA,NA,NA,0,102.4,281.1,33.9,43.3,22.8,8.6,NA,22.8,20.5,17.6,5.4,2.5,3.8,55.5,41,70,1.39,1.47,NA,23.5,NA
ONAQ_024,2016-11-08,Ck2,82,100,91,1.017,0,190,42,0.4,6.1,9.3,13.1,NA,57.8,100,NA,NA,NA,NA,9,9.7,0.93,NA,0,0.3,11.8,0,2.5,0.3,35.8,10.3,0.1,0.2,25.9,0,0.3,0,9,NA,2,23.1,0,NA,0,0,0.06,0.03,210.8,308.5,0.03,0.02,0,0.4,0,0.1,NA,NA,NA,NA,3,15.5,15.2,39.4,44.4,16.2,4.3,NA,20.4,24,27.8,8.3,1.7,1,91,82,100,1.27,1.33,NA,27.7,NA
ONAQ_032,2016-11-08,Bkk,28,88,58,1.007,0,790,41.4,0.2,3.7,1.3,4.2,NA,46.6,100,NA,NA,NA,NA,7.8,8.1,1.12,NA,0,10.8,24.2,0,3.54,0,46.7,2.7,0.2,7.6,16.8,0,3.4,0,7.8,NA,3.7,94.8,0.7,1,1,0.2,0.01,0,10,184.1,0,0.05,0,0.4,0,0,NA,NA,NA,NA,0,2.8,5.8,37.5,40.5,22,13.7,NA,33.5,7,5.4,6.9,7.8,9.6,NA,NA,NA,NA,NA,NA,NA,NA
ONAQ_024,2016-11-08,Bk1,8,33,20.5,1.019,NA,190,46.2,2.1,3.9,0.1,12.8,NA,52.3,100,NA,NA,NA,NA,7.8,8.4,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.9,0.2,13,3,0,0.05,0.03,214.7,335.3,0.03,0.01,0,0.4,0,0.1,NA,NA,NA,NA,0.1,4.9,4.2,39.3,44.2,16.5,4,NA,20.9,23.3,29.4,7.7,1.5,0.4,20.5,8,33,1.24,1.28,NA,18.3,NA
ONAQ_024,2016-11-08,Bk2,33,56,44.5,1.017,NA,190,41.9,1.8,4.6,0.3,12.7,NA,48.6,100,NA,NA,NA,NA,7.9,8.6,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.7,0.1,13,1,0,0.04,0.02,164.8,248.1,0.02,0.01,0,0.4,0,0.1,NA,NA,NA,NA,0,1.5,1.5,36.9,50.2,12.9,4,NA,22.9,27.3,27.7,8,0.9,0.2,44.5,33,56,1.26,1.33,NA,16.4,NA
ONAQ_025,2016-11-09,Bk,62,100,81,1.025,NA,200,49.2,1.5,4.1,0.1,17.3,NA,54.9,100,NA,NA,NA,NA,7.7,8.3,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.9,0.8,7,6,0.1,0.1,0.05,292.8,442.7,0.05,0.03,0.1,0.6,0,0.1,NA,NA,NA,NA,0,21.2,16,24.3,49.9,25.8,6.1,NA,27.9,22,16.6,5,1.2,0.8,81,62,100,1.22,1.31,NA,27.9,NA
ONAQ_004,2016-11-09,Btk,29,56,42.5,1.021,0,190,50.3,0.7,6.8,18.6,14.8,NA,76.4,100,NA,NA,NA,NA,8.9,9,4.22,NA,0,3.3,98.4,0,12.35,0,57.1,3.7,0.3,2.8,123.7,0,0,0,8.5,NA,21,25,0.5,3,2,0.6,0.05,0.02,148.7,322.8,0.04,0.02,0,0.3,0,0.1,NA,NA,NA,NA,12.4,25.1,75.4,28.4,43.9,27.7,8.6,NA,23.5,20.4,19.2,6.6,1.1,0.8,42.5,29,56,1.24,1.43,NA,32.9,NA
ONAQ_029,2016-11-09,A,0,6,3,1.022,NA,230,55.5,0.9,2.5,0.1,16.4,NA,59,100,NA,NA,NA,NA,7.6,8,0.39,NA,0,10,0.4,0,1.17,0,35.2,4.9,0.2,1.3,0.7,3.6,2.3,0,7.5,NA,0.3,36.7,1.1,8,9,0.4,0.1,0.05,213.5,309.2,0.05,0.06,0.1,0.3,0,0.1,NA,NA,NA,NA,15.7,83.4,206.4,34.8,43.3,21.9,4.4,NA,23.1,20.2,19.1,6.1,2.9,3.3,3,0,6,1.3,1.34,NA,13.3,NA
ONAQ_018,2016-11-09,Ck1,57,83,70,1.024,0,520,52.7,0.6,8.5,9,9,NA,70.8,100,NA,NA,NA,NA,8.2,8.3,3.88,NA,0,10.4,89.6,0,10.34,0,66.8,2.2,0.6,11.4,83.3,0,0,0,8.1,NA,8.8,62.5,0.5,NA,0,0.9,0.02,0.01,46.4,164,0.04,0.01,0,0.1,0,0,NA,NA,NA,NA,0,34.8,82.5,28.8,40.9,30.3,17.8,NA,25.2,15.7,15.2,6.5,2.7,2,NA,NA,NA,NA,NA,NA,NA,NA
ONAQ_004,2016-11-09,A2,7,13,10,1.017,NA,100,40.8,1.4,3.8,1,13.4,NA,47,100,NA,NA,NA,NA,7.8,8.6,0.28,NA,0,3.1,0.5,0,0.84,0,33.6,6.4,0.3,0.8,5.2,1.5,0.1,0,8,NA,0.4,18.3,0.8,8,7,0.4,0.09,0.05,340.6,614.1,0.05,0.02,0.1,0.5,0,0.1,NA,NA,NA,NA,3.3,22.5,35.7,32.3,53.7,14,2.4,NA,26.7,27,23.9,6.2,1.1,0.7,10,7,13,1.35,1.43,NA,20.5,NA
ONAQ_018,2016-11-09,Ck2,83,100,91.5,1.023,0,270,48.6,1,9.7,12.3,13.2,NA,71.6,100,NA,NA,NA,NA,8.3,8.4,4.57,NA,0,13,126.7,0,15.38,0,50.8,1.8,0.6,19.6,131.7,0,0,0,8.1,NA,27.6,33.3,0.4,2,1,0.8,0.04,0.02,176.9,297.3,0.04,0.01,0,0.2,0,0.1,NA,NA,NA,NA,1,66.6,34.9,29.4,43.5,27.1,8.1,NA,25.6,17.9,18.3,6,2.5,1.4,91.5,83,100,1.24,1.33,NA,25.8,NA
ONAQ_018,2016-11-09,Bkk,23,57,40,1.023,0,670,50.7,0.5,4.5,2.1,5.9,NA,57.8,100,NA,NA,NA,NA,7.8,8.1,1.14,NA,0,5.7,21,0,2.82,0,68.3,2.8,0.5,2.7,17.7,0,2.7,0,7.9,NA,1.6,82.1,0.6,2,1,0.6,0.01,0.01,18.3,157.9,0.02,0.02,0,0,0,0,NA,NA,NA,NA,0,18.3,31.8,39.4,26.8,33.8,23.3,NA,17.8,9,12,9.5,6,7.2,40,23,57,1.05,1.08,NA,34.6,NA
ONAQ_025,2016-11-09,A1,0,14,7,1.026,0,80,46.9,1.2,3,0.1,22.5,NA,51.2,100,NA,NA,NA,NA,7.4,7.8,0.56,NA,0,14.5,0.7,0,1.69,0,54.9,5,0.4,2,0.8,5.1,5.5,0,7.8,NA,0.5,31.8,1.8,12,22,0.2,0.12,0.05,382.8,527.7,0.05,0.06,0.1,0.7,0,0.2,NA,NA,NA,NA,6.7,52.9,71.9,29.4,51.1,19.5,1.3,NA,23.5,27.6,21.3,4.8,1.2,1.1,7,0,14,1.07,1.16,NA,35,NA
ONAQ_025,2016-11-09,A2,14,47,30.5,1.025,NA,110,48.9,1.6,2.8,0.1,20.1,NA,53.4,100,NA,NA,NA,NA,7.6,8.1,0.31,NA,0,5.8,0.6,0,0.74,0,50.3,4.1,0.4,1,0.6,2.3,0.1,0.1,7.7,NA,0.2,24.6,1.1,11,12,0,0.1,0.04,339.3,520.1,0.05,0.04,0.1,0.7,0,0.1,NA,NA,NA,NA,0.3,43.9,60,28.9,46.9,24.2,2.4,NA,23.1,23.8,21.2,5.2,0.7,0.7,30.5,14,47,1.09,1.18,NA,25.1,NA
ONAQ_030,2016-11-09,A,0,14,7,1.022,NA,10,19.6,0.9,3.3,0.1,18,NA,23.9,100,NA,NA,NA,NA,7.4,7.9,0.33,NA,0,10.3,0.3,0,1.31,0,38.9,4.4,0.2,2.3,0.8,3.6,4.1,0,7.5,NA,0.5,12.5,1.1,10,11,0.2,0.13,0.07,580.8,383.4,0.06,0.05,0.1,0.5,0.1,0.2,1.4,NA,NA,NA,4.2,45.1,97.1,31.8,52.3,15.9,0,NA,25.6,26.7,24.1,5.4,0.3,0.7,NA,NA,NA,NA,NA,NA,NA,NA
ONAQ_004,2016-11-09,Bt,13,29,21,1.022,0,50,42.9,1.4,5.5,9.3,17.7,NA,59.1,100,NA,NA,NA,NA,8.3,8.8,1.28,NA,0,1.3,29.1,0,3.95,0.2,54.4,4.8,0.2,0.6,36.3,0,0,0,8.5,NA,2.2,10.2,0.5,7,4,0.3,0.08,0.04,242,345.9,0.03,0.01,0.1,0.6,0,0.2,NA,NA,NA,NA,0.8,61.3,52.8,30.9,43.2,25.9,2.4,NA,21.6,21.6,23.7,5.6,0.6,0.5,21,13,29,1.44,1.59,NA,22.7,NA
ONAQ_004,2016-11-09,Ck,56,100,78,1.013,0,520,47.9,0.2,5.2,13.8,7.1,NA,67.1,100,NA,NA,NA,NA,8.3,8.4,5.67,NA,0,10.1,127.4,0,19.83,0,43.5,1.6,0,12.8,150.5,0,0,0,8.1,NA,36.5,61.9,0.6,NA,0,1,0.02,0.01,40.6,209.9,0.01,0.02,0,0.2,0,0,NA,NA,NA,NA,16.3,115.5,316.6,48.2,33.4,18.4,1.2,NA,17,16.4,18.1,10.2,4.6,6.2,NA,NA,NA,NA,NA,NA,NA,NA
ONAQ_025,2016-11-09,ABk,47,62,54.5,1.025,NA,150,50.9,1.4,3,0.1,18.7,NA,55.4,100,NA,NA,NA,NA,7.6,8.2,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4,0.9,10,9,0,0.1,0.05,382.5,543,0.05,0.03,0.1,0.6,0,0.1,NA,NA,NA,NA,0,38.9,46.4,27.4,46.7,25.9,4.4,NA,25.7,21,18.9,5.4,1.1,1.1,54.5,47,62,1.04,1.13,NA,27.4,NA
ONAQ_018,2016-11-09,A1,0,12,6,1.015,NA,280,49.2,1.3,2.5,0.2,11.2,NA,53.2,100,NA,NA,NA,NA,7.6,8.1,0.39,NA,0,6,0.5,0,0.7,0,40.6,6,0.5,1.1,0.7,0,0,0,7.8,NA,0.4,40.5,1.1,7,7,0.5,0.07,0.04,289.6,337.2,0.04,0.04,0,0.2,0,0,NA,NA,NA,NA,16.3,50.1,43.3,54.9,29.5,15.6,5,NA,15,14.5,26.6,11.9,5.3,4.9,6,0,12,1.09,1.15,NA,25.3,NA
ONAQ_018,2016-11-09,A2,12,23,17.5,1.02,NA,300,51.2,1.5,3.4,0.2,12.5,NA,56.3,100,NA,NA,NA,NA,7.7,8.2,0.28,NA,0,3.9,0.5,0,0.52,0,50.5,4.4,0.4,0.9,0.8,0,0,0,7.8,NA,0.3,42.8,1.3,6,7,0.4,0.06,0.03,229.2,317.6,0.03,0.02,0,0.2,0,0.1,NA,NA,NA,NA,2,26.4,42.7,47.4,31.9,20.7,6.7,NA,17.1,14.8,26.3,11.4,4.2,3.4,17.5,12,23,1.14,1.2,NA,24.9,NA
ONAQ_004,2016-11-09,A1,0,7,3.5,1.015,NA,100,36.4,1.4,3.2,0.6,11.9,NA,41.6,100,NA,NA,NA,NA,7.7,8.3,0.41,NA,0,9.2,3.2,0,1.47,0.1,36.2,9.9,0.7,2.5,5.3,0,0.1,0.1,7.8,NA,0.6,23.9,1.3,9,12,0.4,0.1,0.06,373,663.6,0.05,0.04,0.1,0.4,0,0.1,NA,NA,NA,NA,11.1,46.6,112.1,33.9,55.9,10.2,1.8,NA,24.4,31.5,25.7,5.6,1.1,0.9,3.5,0,7,1.28,1.36,NA,20.4,NA
ONAQ_029,2016-11-09,Bk,6,22,14,1.027,NA,270,61.7,1,3.2,0.1,19.9,NA,66,100,NA,NA,NA,NA,7.5,8,0.34,NA,0,6.4,0.5,0,0.69,0,60.5,6.3,0.2,0.9,0.6,0.1,0,0,7.6,NA,0.2,53.6,1.7,12,21,0.3,0.06,0.03,140.1,346.1,0.04,0.21,0,0.2,0,0.1,NA,NA,NA,NA,2.7,100.1,96.9,26,44.1,29.9,8.9,NA,23.1,21,14,5.4,2.1,2.3,14,6,22,0.99,1.07,NA,19.1,NA
ONAQ_012,2016-11-10,A1,0,17,8.5,1.023,0,120,52.8,0.9,2.1,0.1,20.1,NA,55.9,100,NA,NA,NA,NA,7.3,7.6,0.63,NA,0,23,0.4,0,2.31,0,45.8,6.9,0.3,2.3,1,5.6,9.5,0,7.3,NA,1.4,34.1,2.1,9,19,0.2,0.14,0.08,407.4,556.2,0.07,0.1,0.1,0.5,0,0.1,NA,NA,NA,NA,4.6,96.5,268,28.9,52.9,18.2,0,NA,30.7,22.2,16.3,4.6,1.8,2.2,NA,NA,NA,NA,NA,NA,NA,NA
ONAQ_012,2016-11-10,A2,17,42,29.5,1.029,NA,50,56.9,0.9,3,0.1,26.5,NA,60.9,100,NA,NA,NA,NA,7.4,7.9,0.33,NA,0,8.3,0.3,0,0.89,0,61.6,5.3,0.1,1,0.6,2.7,0.4,0,7.5,NA,0.3,28.9,2.5,9,22,0.3,0.15,0.07,345.5,592.8,0.08,0.1,0.1,0.6,0,0.2,NA,NA,NA,NA,1.8,113.5,136.8,24,46.9,29.1,0,NA,28.3,18.6,16.4,4.9,0.5,1.1,NA,NA,NA,NA,NA,NA,NA,NA
