soilMoisture,collectDate,plotID,sampleID,soilInWaterpH,soilInCaClpH
0.032,2015-07-30,MOAB_002,MOAB_002-M-0-14-20150730,8.7,7.57
0.036,2015-07-30,MOAB_002,MOAB_002-M-34.5-5.5-20150730,8.59,7.59
0.03,2015-07-30,MOAB_002,MOAB_002-M-9-39.5-20150730,8.65,7.45
0.028,2015-07-31,MOAB_001,MOAB_001-M-36-19-20150731,8.77,7.61
0.036,2015-07-31,MOAB_001,MOAB_001-M-29-37.5-20150731,8.72,7.65
0.024,2015-07-31,MOAB_001,MOAB_001-M-14-32-20150731,8.74,7.66
0.028,2015-07-31,MOAB_004,MOAB_004-M-6-11.5-20150731,8.7,7.77
0.033,2015-07-31,MOAB_004,MOAB_004-M-24-37.5-20150731,8.69,7.43
0.021,2015-07-31,MOAB_004,MOAB_004-M-5.5-30.5-20150731,8.91,7.64
0.012,2015-07-31,MOAB_006,MOAB_006-M-5.5-2-20150731,9,7.47
0.013,2015-07-31,MOAB_006,MOAB_006-M-0.5-21.5-20150731,8.84,7.58
0.022,2015-07-31,MOAB_006,MOAB_006-M-37.5-35-20150731,8.68,7.62
0.027,2015-07-31,MOAB_005,MOAB_005-M-16.5-7-20150731,8.67,7.62
0.028,2015-07-31,MOAB_005,MOAB_005-M-23.5-9.5-20150731,8.64,7.42
0.028,2015-07-31,MOAB_005,MOAB_005-M-15.5-36-20150731,8.56,7.6
0.093,2015-08-01,MOAB_003,MOAB_003-M-10.5-7.5-20150801,8.61,7.69
0.044,2015-08-01,MOAB_003,MOAB_003-M-8.5-34.5-20150801,8.45,7.68
0.074,2015-08-01,MOAB_003,MOAB_003-M-39.5-31-20150801,8.62,7.84
0.02,2015-08-01,MOAB_044,MOAB_044-M-26-3-20150801,8.74,7.68
0.027,2015-08-01,MOAB_044,MOAB_044-M-21-32.5-20150801,8.65,7.76
0.025,2015-08-01,MOAB_044,MOAB_044-M-13-35.5-20150801,8.81,7.78
0.031,2015-08-01,MOAB_045,MOAB_045-M-6.5-14.5-20150801,8.47,7.46
0.034,2015-08-01,MOAB_045,MOAB_045-M-30.5-14-20150801,8.47,7.49
0.032,2015-08-01,MOAB_045,MOAB_045-M-33.5-34-20150801,8.32,7.38
0.035,2015-08-02,MOAB_046,MOAB_046-M-34-1.5-20150802,8.62,7.56
0.041,2015-08-02,MOAB_046,MOAB_046-M-27.5-34-20150802,8.38,7.42
0.032,2015-08-02,MOAB_046,MOAB_046-M-7.5-32.5-20150802,8.61,7.56
0.028,2015-08-02,MOAB_047,MOAB_047-M-12.5-3.5-20150802,8.64,7.5
0.031,2015-08-02,MOAB_047,MOAB_047-M-30-6-20150802,8.68,7.68
0.032,2015-08-02,MOAB_047,MOAB_047-M-25.5-30.5-20150802,8.4,7.43
0.076,2016-03-15,MOAB_044,MOAB_044-M-2.5-39-20160315,8.66,7.37
0.076,2016-03-15,MOAB_044,MOAB_044-M-8-18.5-20160315,8.65,7.45
0.094,2016-03-15,MOAB_044,MOAB_044-M-32-19.5-20160315,8.73,7.56
0.094,2016-03-15,MOAB_045,MOAB_045-M-20-3.5-20160315,8.39,7.27
0.085,2016-03-15,MOAB_045,MOAB_045-M-34-21-20160315,8.41,7.3
0.082,2016-03-15,MOAB_045,MOAB_045-M-15-32-20160315,8.46,7.29
0.098,2016-03-15,MOAB_047,MOAB_047-M-7.5-6-20160315,8.51,7.29
0.085,2016-03-15,MOAB_047,MOAB_047-M-28.5-1-20160315,8.53,7.23
0.075,2016-03-15,MOAB_047,MOAB_047-M-32.5-27.5-20160315,8.66,7.29
0.115,2016-03-16,MOAB_003,MOAB_003-M-22-9.5-20160316,8.46,7.59
0.166,2016-03-16,MOAB_003,MOAB_003-M-23-26-20160316,8.36,7.48
0.179,2016-03-16,MOAB_003,MOAB_003-M-13-33.5-20160316,8.26,7.53
0.095,2016-03-16,MOAB_046,MOAB_046-M-17-4-20160316,8.42,7.44
0.092,2016-03-16,MOAB_046,MOAB_046-M-37.5-8-20160316,8.81,7.53
0.072,2016-03-16,MOAB_046,MOAB_046-M-34.5-36-20160316,8.5,7.34
0.085,2016-03-17,MOAB_005,MOAB_005-M-1.5-9.5-20160317,8.44,7.49
0.085,2016-03-17,MOAB_005,MOAB_005-M-34.5-15-20160317,8.33,7.48
0.085,2016-03-17,MOAB_005,MOAB_005-M-26-31.5-20160317,8.48,7.54
0.078,2016-03-17,MOAB_002,MOAB_002-M-0-23.5-20160317,8.6,7.59
0.063,2016-03-17,MOAB_002,MOAB_002-M-6-14-20160317,8.71,7.45
0.071,2016-03-17,MOAB_002,MOAB_002-M-24-9-20160317,8.84,7.49
0.085,2016-03-17,MOAB_004,MOAB_004-M-4-22-20160317,8.34,7.48
0.095,2016-03-17,MOAB_004,MOAB_004-M-7.5-10.5-20160317,8.45,7.56
0.088,2016-03-17,MOAB_004,MOAB_004-M-37-18.5-20160317,8.48,7.64
0.074,2016-03-18,MOAB_001,MOAB_001-M-1-1-20160318,8.43,7.53
0.068,2016-03-18,MOAB_001,MOAB_001-M-34.5-16-20160318,8.59,7.65
0.077,2016-03-18,MOAB_001,MOAB_001-M-39-26.5-20160318,8.39,7.53
0.063,2016-03-18,MOAB_006,MOAB_006-M-9-31-20160318,8.62,7.55
0.056,2016-03-18,MOAB_006,MOAB_006-M-38.5-26-20160318,8.61,7.56
0.064,2016-03-18,MOAB_006,MOAB_006-M-38.5-5-20160318,8.61,7.56
0.021,2016-07-25,MOAB_044,MOAB_044-M-30.5-5.5-20160725,8.84,7.53
0.027,2016-07-25,MOAB_044,MOAB_044-M-35.5-21.5-20160725,8.18,7.56
0.026,2016-07-25,MOAB_044,MOAB_044-M-16.5-38.5-20160725,8.83,7.86
0.024,2016-07-25,MOAB_045,MOAB_045-M-8-15-20160725,7.62,7.24
0.024,2016-07-25,MOAB_045,MOAB_045-M-33-21-20160725,8.45,7.74
0.034,2016-07-25,MOAB_045,MOAB_045-M-34.5-3.5-20160725,8.48,8.11
0.026,2016-07-25,MOAB_047,MOAB_047-M-28.5-1.5-20160725,8.52,8.1
0.026,2016-07-25,MOAB_047,MOAB_047-M-30-30-20160725,8.53,7.85
0.028,2016-07-25,MOAB_047,MOAB_047-M-7.5-28.5-20160725,8.21,7.39
0.025,2016-07-26,MOAB_005,MOAB_005-M-2.5-36-20160726,8.4,7.97
0.028,2016-07-26,MOAB_005,MOAB_005-M-33-13.5-20160726,8.53,8
0.029,2016-07-26,MOAB_005,MOAB_005-M-35.5-30-20160726,8.61,8.18
0.028,2016-07-26,MOAB_002,MOAB_002-M-3-17-20160726,8.56,8.04
0.022,2016-07-26,MOAB_002,MOAB_002-M-6.5-31-20160726,8.43,7.92
0.044,2016-07-26,MOAB_002,MOAB_002-M-31-38.5-20160726,8.81,7.84
0.026,2016-07-26,MOAB_046,MOAB_046-M-15-6.5-20160726,8.26,7.63
0.021,2016-07-26,MOAB_046,MOAB_046-M-35-13-20160726,8.49,7.95
0.032,2016-07-26,MOAB_046,MOAB_046-M-10-33-20160726,8.41,8.02
0.074,2016-07-27,MOAB_003,MOAB_003-M-20-37.5-20160727,8.38,7.65
0.054,2016-07-27,MOAB_003,MOAB_003-M-4-13.5-20160727,8.43,7.61
0.082,2016-07-27,MOAB_003,MOAB_003-M-27-7.5-20160727,8.32,7.45
0.02,2016-07-27,MOAB_001,MOAB_001-M-6.5-20-20160727,8.67,7.62
0.022,2016-07-27,MOAB_001,MOAB_001-M-20.5-6-20160727,8.59,7.62
0.059,2016-07-27,MOAB_001,MOAB_001-M-39.5-27-20160727,8.71,8.24
0.02,2016-07-28,MOAB_006,MOAB_006-M-33.5-1.5-20160728,8.8,8.33
0.024,2016-07-28,MOAB_006,MOAB_006-M-34-31-20160728,8.02,7.43
0.021,2016-07-28,MOAB_006,MOAB_006-M-5-35-20160728,8.8,8.08
0.026,2016-07-28,MOAB_004,MOAB_004-M-32.5-14-20160728,8.56,8.31
0.024,2016-07-28,MOAB_004,MOAB_004-M-37.5-24.5-20160728,8.68,8.14
0.028,2016-07-28,MOAB_004,MOAB_004-M-7-33.5-20160728,8.56,8.13
0.212,2016-11-14,MOAB_044,MOAB_044-M-9.5-11-20161114,8.44,7.86
0.025,2016-11-14,MOAB_044,MOAB_044-M-23-8.5-20161114,8.47,8
0.21,2016-11-14,MOAB_044,MOAB_044-M-36.5-34-20161114,8.42,7.98
0.235,2016-11-14,MOAB_045,MOAB_045-M-3.5-18-20161114,8,7.49
0.22,2016-11-14,MOAB_045,MOAB_045-M-17-37-20161114,8.36,7.64
0.22,2016-11-14,MOAB_045,MOAB_045-M-34.5-30-20161114,8.05,7.75
0.237,2016-11-14,MOAB_001,MOAB_001-M-1.5-9.5-20161114,8.31,7.95
0.227,2016-11-14,MOAB_001,MOAB_001-M-6-37.5-20161114,8.57,7.52
0.224,2016-11-14,MOAB_001,MOAB_001-M-27-32-20161114,8.29,7.96
0.267,2016-11-15,MOAB_003,MOAB_003-M-38.5-17.5-20161115,8.24,7.96
0.075,2016-11-15,MOAB_003,MOAB_003-M-39-38-20161115,8.3,8.02
0.041,2016-11-15,MOAB_003,MOAB_003-M-7-27.5-20161115,8.57,7.97
0.199,2016-11-15,MOAB_004,MOAB_004-M-11-1-20161115,8.51,7.96
0.215,2016-11-15,MOAB_004,MOAB_004-M-6.5-29.5-20161115,8.57,8.01
0.214,2016-11-15,MOAB_004,MOAB_004-M-34-27.5-20161115,8.41,7.9
0.233,2016-11-15,MOAB_046,MOAB_046-M-0.5-6-20161115,NA,NA
0.224,2016-11-15,MOAB_046,MOAB_046-M-9.5-20-20161115,NA,NA
0.232,2016-11-15,MOAB_046,MOAB_046-M-35-36.5-20161115,NA,NA
0.221,2016-11-15,MOAB_047,MOAB_047-M-31-9-20161115,8.54,7.89
0.223,2016-11-15,MOAB_047,MOAB_047-M-33-22.5-20161115,8.65,7.88
0.224,2016-11-15,MOAB_047,MOAB_047-M-1.5-28-20161115,8.42,7.85
0.027,2016-11-16,MOAB_005,MOAB_005-M-16.5-1.5-20161116,8.37,7.95
0.03,2016-11-16,MOAB_005,MOAB_005-M-35.5-37.5-20161116,8.42,7.84
0.023,2016-11-16,MOAB_005,MOAB_005-M-5-20.5-20161116,8.43,7.96
0.024,2016-11-16,MOAB_002,MOAB_002-M-1.5-18.5-20161116,8.4,7.69
0.213,2016-11-16,MOAB_002,MOAB_002-M-12-37-20161116,8.51,7.85
0.239,2016-11-16,MOAB_002,MOAB_002-M-37.5-2-20161116,8.22,7.83
0.015,2016-11-16,MOAB_006,MOAB_006-M-9.5-6.5-20161116,8.42,7.73
0.018,2016-11-16,MOAB_006,MOAB_006-M-25.5-3.5-20161116,8.47,7.8
0.018,2016-11-16,MOAB_006,MOAB_006-M-2.5-23.5-20161116,8.46,7.78
0.06,2017-03-27,MOAB_004,MOAB_004-M-19-3.5-20170327,7.89,7.16
0.058,2017-03-27,MOAB_004,MOAB_004-M-14.5-39.5-20170327,8.09,6.86
0.055,2017-03-27,MOAB_004,MOAB_004-M-35.5-27-20170327,7.87,6.98
0.073,2017-03-28,MOAB_001,MOAB_001-M-14-34-20170328,8.12,6.97
0.08,2017-03-28,MOAB_001,MOAB_001-M-24.5-36.5-20170328,8.28,7.11
0.064,2017-03-28,MOAB_001,MOAB_001-M-25-4-20170328,8.3,7.23
0.078,2017-03-28,MOAB_044,MOAB_044-M-7.5-0-20170328,7.4,6.7
0.064,2017-03-28,MOAB_044,MOAB_044-M-7-23.5-20170328,8.15,7.17
0.061,2017-03-28,MOAB_044,MOAB_044-M-34.5-37-20170328,8.02,7.1
0.077,2017-03-28,MOAB_045,MOAB_045-M-4-14.5-20170328,7.36,6.47
0.075,2017-03-28,MOAB_045,MOAB_045-M-9-27-20170328,7.29,6.55
0.078,2017-03-28,MOAB_045,MOAB_045-M-36-6.5-20170328,8.02,6.88
0.077,2017-03-29,MOAB_046,MOAB_046-M-16.5-8.5-20170329,7.69,6.89
0.079,2017-03-29,MOAB_046,MOAB_046-M-14.5-37.5-20170329,8.05,7.13
0.073,2017-03-29,MOAB_046,MOAB_046-M-37.5-23-20170329,7.74,6.87
0.072,2017-03-29,MOAB_047,MOAB_047-M-29-1-20170329,8.2,7.06
0.074,2017-03-29,MOAB_047,MOAB_047-M-1-18.5-20170329,7.91,6.94
0.072,2017-03-29,MOAB_047,MOAB_047-M-1-25.5-20170329,7.86,6.84
0.064,2017-03-30,MOAB_005,MOAB_005-M-31.5-6-20170330,7.97,7.01
0.071,2017-03-30,MOAB_005,MOAB_005-M-30-39.5-20170330,8.06,6.96
0.067,2017-03-30,MOAB_005,MOAB_005-M-2.5-19-20170330,7.84,7.06
0.065,2017-03-30,MOAB_002,MOAB_002-M-19-5.5-20170330,8.1,6.96
0.054,2017-03-30,MOAB_002,MOAB_002-M-8.5-38-20170330,8.18,7.1
0.063,2017-03-30,MOAB_002,MOAB_002-M-33.5-31.5-20170330,8.01,6.87
0.044,2017-03-30,MOAB_006,MOAB_006-M-8-14-20170330,7.23,6.64
0.06,2017-03-30,MOAB_006,MOAB_006-M-39.5-5-20170330,8.23,6.8
0.055,2017-03-30,MOAB_006,MOAB_006-M-21.5-35-20170330,7.71,6.78
0.119,2017-03-31,MOAB_003,MOAB_003-M-25.5-2.5-20170331,8,7.26
0.126,2017-03-31,MOAB_003,MOAB_003-M-27.5-34.5-20170331,7.79,7.21
0.162,2017-03-31,MOAB_003,MOAB_003-M-8-29.5-20170331,7.84,7.35
0.062,2017-04-11,MOAB_004,MOAB_004-M-19-3.5-20170411,7.45,6.43
0.055,2017-04-11,MOAB_004,MOAB_004-M-14.5-39.5-20170411,7.46,6.52
0.07,2017-04-11,MOAB_004,MOAB_004-M-35.5-27-20170411,7.42,6.75
0.061,2017-04-10,MOAB_001,MOAB_001-M-14-34-20170410,8.52,7.24
0.061,2017-04-10,MOAB_001,MOAB_001-M-24.5-36.5-20170410,8.31,7.02
0.035,2017-04-10,MOAB_001,MOAB_001-M-25-4-20170410,8.43,6.95
0.07,2017-04-11,MOAB_044,MOAB_044-M-7.5-0-20170411,7.14,7.1
0.046,2017-04-11,MOAB_044,MOAB_044-M-7-23.5-20170411,8.56,7.23
0.045,2017-04-11,MOAB_044,MOAB_044-M-34.5-37-20170411,8.39,6.93
0.038,2017-04-11,MOAB_045,MOAB_045-M-4-14.5-20170411,7.29,6.43
0.053,2017-04-11,MOAB_045,MOAB_045-M-9-27-20170411,6.69,6.31
0.077,2017-04-11,MOAB_045,MOAB_045-M-36-6.5-20170411,7.46,6.65
0.034,2017-04-11,MOAB_046,MOAB_046-M-16.5-8.5-20170411,7.08,6.46
0.077,2017-04-11,MOAB_046,MOAB_046-M-14.5-37.5-20170411,7.47,6.47
0.068,2017-04-11,MOAB_046,MOAB_046-M-37.5-23-20170411,7.14,6.13
0.058,2017-04-11,MOAB_047,MOAB_047-M-29-1-20170411,7.45,6.9
0.075,2017-04-11,MOAB_047,MOAB_047-M-1-18.5-20170411,7.03,6.64
0.058,2017-04-11,MOAB_047,MOAB_047-M-1-25.5-20170411,7.02,6.66
0.063,2017-04-10,MOAB_005,MOAB_005-M-31.5-6-20170410,8.3,6.95
0.044,2017-04-10,MOAB_005,MOAB_005-M-30-39.5-20170410,8.31,7.01
0.053,2017-04-10,MOAB_005,MOAB_005-M-2.5-19-20170410,8.41,7.11
0.057,2017-04-10,MOAB_002,MOAB_002-M-19-5.5-20170410,8.27,7
0.029,2017-04-10,MOAB_002,MOAB_002-M-8.5-38-20170410,8.26,7.14
0.042,2017-04-10,MOAB_002,MOAB_002-M-33.5-31.5-20170410,7,6.41
0.03,2017-04-11,MOAB_006,MOAB_006-M-8-14-20170411,7.01,6.14
0.048,2017-04-11,MOAB_006,MOAB_006-M-39.5-5-20170411,7.56,6.91
0.054,2017-04-11,MOAB_006,MOAB_006-M-21.5-35-20170411,7.29,6.48
0.107,2017-04-11,MOAB_003,MOAB_003-M-25.5-2.5-20170411,7.55,7.07
0.117,2017-04-11,MOAB_003,MOAB_003-M-27.5-34.5-20170411,7.67,7.19
0.167,2017-04-11,MOAB_003,MOAB_003-M-8-29.5-20170411,7.51,7.15
0.037,2017-05-21,MOAB_004,MOAB_004-M-28.5-0-20170521,8.18,7.02
0.04,2017-05-21,MOAB_004,MOAB_004-M-1-20.5-20170521,7.73,6.95
0.033,2017-05-21,MOAB_004,MOAB_004-M-32.5-29-20170521,7.94,7
0.022,2017-05-21,MOAB_006,MOAB_006-M-27-8-20170521,7.64,6.88
0.025,2017-05-21,MOAB_006,MOAB_006-M-6.5-37-20170521,8.29,6.83
0.028,2017-05-21,MOAB_006,MOAB_006-M-20-37.5-20170521,8.18,6.56
0.044,2017-05-21,MOAB_001,MOAB_001-M-24.5-3.5-20170521,8.21,6.93
0.033,2017-05-21,MOAB_001,MOAB_001-M-0-23-20170521,7.98,6.88
0.036,2017-05-21,MOAB_001,MOAB_001-M-30-30.5-20170521,7.89,6.98
0.041,2017-05-22,MOAB_005,MOAB_005-M-4-1.5-20170522,8.44,7.16
0.042,2017-05-22,MOAB_005,MOAB_005-M-26.5-9.5-20170522,8.29,7.16
0.037,2017-05-22,MOAB_005,MOAB_005-M-6-37.5-20170522,8.26,6.94
0.04,2017-05-22,MOAB_002,MOAB_002-M-14.5-9-20170522,7.97,6.9
0.031,2017-05-22,MOAB_002,MOAB_002-M-12.5-38-20170522,7.98,6.94
0.035,2017-05-22,MOAB_002,MOAB_002-M-23.5-32.5-20170522,8.09,6.86
0.062,2017-05-22,MOAB_003,MOAB_003-M-1-5-20170522,8.08,7.33
0.05,2017-05-22,MOAB_003,MOAB_003-M-23-6.5-20170522,7.82,7.01
0.058,2017-05-22,MOAB_003,MOAB_003-M-35-28.5-20170522,8.28,7.18
0.043,2017-05-23,MOAB_046,MOAB_046-M-7.5-10-20170523,7.85,6.89
0.034,2017-05-23,MOAB_046,MOAB_046-M-5-39-20170523,8.52,7.04
0.041,2017-05-23,MOAB_046,MOAB_046-M-38-33.5-20170523,7.96,6.85
0.04,2017-05-23,MOAB_045,MOAB_045-M-14.5-9.5-20170523,8.27,6.87
0.038,2017-05-23,MOAB_045,MOAB_045-M-37.5-18-20170523,7.77,6.76
0.039,2017-05-23,MOAB_045,MOAB_045-M-4.5-26-20170523,8.25,6.98
0.036,2017-05-23,MOAB_047,MOAB_047-M-37.5-1-20170523,8.14,6.87
0.041,2017-05-23,MOAB_047,MOAB_047-M-21-33.5-20170523,8.4,6.96
0.03,2017-05-23,MOAB_044,MOAB_044-M-12.5-6-20170523,7.91,6.81
0.033,2017-05-23,MOAB_044,MOAB_044-M-17-32-20170523,8.39,7.01
0.036,2017-05-23,MOAB_044,MOAB_044-M-21-31-20170523,8.56,7.11
0.029,2017-06-19,MOAB_004,MOAB_004-M-28.5-0-20170619,NA,NA
0.019,2017-06-19,MOAB_004,MOAB_004-M-1-20.5-20170619,NA,NA
0.018,2017-06-19,MOAB_004,MOAB_004-M-32.5-29-20170619,NA,NA
0.008,2017-06-19,MOAB_006,MOAB_006-M-27-8-20170619,NA,NA
0.009,2017-06-19,MOAB_006,MOAB_006-M-6.5-37-20170619,NA,NA
0.015,2017-06-19,MOAB_006,MOAB_006-M-20-37.5-20170619,NA,NA
0.021,2017-06-20,MOAB_001,MOAB_001-M-24.5-3.5-20170620,NA,NA
0.022,2017-06-20,MOAB_001,MOAB_001-M-0-23-20170620,NA,NA
0.018,2017-06-20,MOAB_001,MOAB_001-M-30-30.5-20170620,NA,NA
0.025,2017-06-19,MOAB_005,MOAB_005-M-4-1.5-20170619,NA,NA
0.015,2017-06-19,MOAB_005,MOAB_005-M-26.5-9.5-20170619,NA,NA
0.022,2017-06-19,MOAB_005,MOAB_005-M-6-37.5-20170619,NA,NA
0.023,2017-06-19,MOAB_002,MOAB_002-M-14.5-9-20170619,NA,NA
0.016,2017-06-19,MOAB_002,MOAB_002-M-12.5-38-20170619,NA,NA
0.017,2017-06-19,MOAB_002,MOAB_002-M-23.5-32.5-20170619,NA,NA
0.04,2017-06-19,MOAB_003,MOAB_003-M-1-5-20170619,NA,NA
0.05,2017-06-19,MOAB_003,MOAB_003-M-23-6.5-20170619,NA,NA
0.045,2017-06-19,MOAB_003,MOAB_003-M-35-28.5-20170619,NA,NA
0.026,2017-06-20,MOAB_046,MOAB_046-M-7.5-10-20170620,NA,NA
0.028,2017-06-20,MOAB_046,MOAB_046-M-5-39-20170620,NA,NA
0.017,2017-06-20,MOAB_046,MOAB_046-M-38-33.5-20170620,NA,NA
0.019,2017-06-20,MOAB_045,MOAB_045-M-14.5-9.5-20170620,NA,NA
0.014,2017-06-20,MOAB_045,MOAB_045-M-37.5-18-20170620,NA,NA
0.023,2017-06-20,MOAB_045,MOAB_045-M-4.5-26-20170620,NA,NA
0.016,2017-06-20,MOAB_047,MOAB_047-M-37.5-1-20170620,NA,NA
0.015,2017-06-20,MOAB_047,MOAB_047-M-6-37.5-20170620,NA,NA
0.018,2017-06-20,MOAB_047,MOAB_047-M-21-33.5-20170620,NA,NA
0.017,2017-06-20,MOAB_044,MOAB_044-M-12.5-6-20170620,NA,NA
0.022,2017-06-20,MOAB_044,MOAB_044-M-17-32-20170620,NA,NA
0.019,2017-06-20,MOAB_044,MOAB_044-M-21-31-20170620,NA,NA
0.044,2017-10-01,MOAB_047,MOAB_047-M-34-10.5-20171001,8.47,7.23
0.038,2017-10-23,MOAB_047,MOAB_047-M-34-10.5-20171023,NA,NA
0.047,2017-10-01,MOAB_047,MOAB_047-M-22-33.5-20171001,8.25,7.01
0.029,2017-10-23,MOAB_047,MOAB_047-M-22-33.5-20171023,NA,NA
0.059,2017-10-01,MOAB_047,MOAB_047-M-1-35.5-20171001,8.41,7.54
0.036,2017-10-23,MOAB_047,MOAB_047-M-1-35.5-20171023,NA,NA
0.036,2017-10-01,MOAB_045,MOAB_045-M-25-32.5-20171001,8.21,6.96
0.026,2017-10-23,MOAB_045,MOAB_045-M-25-32.5-20171023,NA,NA
0.046,2017-10-01,MOAB_045,MOAB_045-M-3.5-16-20171001,8.44,7.01
0.028,2017-10-23,MOAB_045,MOAB_045-M-3.5-16-20171023,NA,NA
0.045,2017-10-01,MOAB_045,MOAB_045-M-33.5-5.5-20171001,8.51,7.53
0.041,2017-10-23,MOAB_045,MOAB_045-M-33.5-5.5-20171023,NA,NA
0.035,2017-10-01,MOAB_044,MOAB_044-M-3.5-29-20171001,8.55,7.63
0.033,2017-10-23,MOAB_044,MOAB_044-M-3.5-29-20171023,NA,NA
0.033,2017-10-01,MOAB_044,MOAB_044-M-37-39-20171001,8.67,7.04
0.023,2017-10-23,MOAB_044,MOAB_044-M-37-39-20171023,NA,NA
0.04,2017-10-01,MOAB_044,MOAB_044-M-35-14-20171001,8.48,7.53
0.037,2017-10-23,MOAB_044,MOAB_044-M-35-14-20171023,NA,NA
0.038,2017-10-01,MOAB_046,MOAB_046-M-3.5-3-20171001,8.22,7.17
0.035,2017-10-23,MOAB_046,MOAB_046-M-3.5-3-20171023,NA,NA
0.053,2017-10-01,MOAB_046,MOAB_046-M-26-9-20171001,8.52,7.4
0.043,2017-10-23,MOAB_046,MOAB_046-M-26-9-20171023,NA,NA
0.047,2017-10-01,MOAB_046,MOAB_046-M-20.5-31-20171001,8.48,7.28
0.033,2017-10-23,MOAB_046,MOAB_046-M-20.5-31-20171023,NA,NA
0.034,2017-10-02,MOAB_003,MOAB_003-M-15.5-9.5-20171002,8.11,7.39
0.025,2017-10-22,MOAB_003,MOAB_003-M-15.5-9.5-20171022,NA,NA
0.062,2017-10-02,MOAB_003,MOAB_003-M-1.5-35.5-20171002,7.95,7.34
0.041,2017-10-22,MOAB_003,MOAB_003-M-1.5-35.5-20171022,NA,NA
0.07,2017-10-02,MOAB_003,MOAB_003-M-37-27-20171002,8.12,7.44
0.067,2017-10-22,MOAB_003,MOAB_003-M-37-27-20171022,NA,NA
0.041,2017-10-02,MOAB_005,MOAB_005-M-39.5-12.5-20171002,8.41,7.27
0.043,2017-10-22,MOAB_005,MOAB_005-M-39.5-12.5-20171022,NA,NA
0.052,2017-10-02,MOAB_005,MOAB_005-M-32.5-28.5-20171002,8.49,7.35
0.04,2017-10-22,MOAB_005,MOAB_005-M-32.5-28.5-20171022,NA,NA
0.046,2017-10-02,MOAB_005,MOAB_005-M-19-36-20171002,8.36,7.33
0.034,2017-10-22,MOAB_005,MOAB_005-M-19-36-20171022,NA,NA
0.047,2017-10-02,MOAB_002,MOAB_002-M-37.5-13.5-20171002,8.25,6.9
0.036,2017-10-22,MOAB_002,MOAB_002-M-37.5-13.5-20171022,NA,NA
0.059,2017-10-02,MOAB_002,MOAB_002-M-28.5-31.5-20171002,8.43,7.27
0.038,2017-10-22,MOAB_002,MOAB_002-M-28.5-31.5-20171022,NA,NA
0.058,2017-10-02,MOAB_002,MOAB_002-M-11-7.5-20171002,7.59,6.73
0.03,2017-10-22,MOAB_002,MOAB_002-M-11-7.5-20171022,NA,NA
0.041,2017-10-04,MOAB_001,MOAB_001-M-13.5-36.5-20171004,8.65,7.39
0.029,2017-10-22,MOAB_001,MOAB_001-M-13.5-36.5-20171022,NA,NA
0.036,2017-10-04,MOAB_001,MOAB_001-M-20-0.5-20171004,8.68,7.48
0.045,2017-10-22,MOAB_001,MOAB_001-M-20-0.5-20171022,NA,NA
0.037,2017-10-04,MOAB_006,MOAB_006-M-3-31-20171004,8.56,7.02
0.027,2017-10-23,MOAB_006,MOAB_006-M-3-31-20171023,NA,NA
0.029,2017-10-04,MOAB_006,MOAB_006-M-6-1-20171004,8.62,7.27
0.024,2017-10-23,MOAB_006,MOAB_006-M-6-1-20171023,NA,NA
0.041,2017-10-04,MOAB_006,MOAB_006-M-38.5-3.5-20171004,8.56,7.24
0.035,2017-10-23,MOAB_006,MOAB_006-M-38.5-3.5-20171023,NA,NA
0.043,2017-10-04,MOAB_004,MOAB_004-M-7-32-20171004,8.64,7.5
0.044,2017-10-23,MOAB_004,MOAB_004-M-7-32-20171023,NA,NA
0.043,2017-10-04,MOAB_004,MOAB_004-M-30-21.5-20171004,8.55,7.41
0.031,2017-10-23,MOAB_004,MOAB_004-M-30-21.5-20171023,NA,NA
0.036,2017-10-04,MOAB_004,MOAB_004-M-28.5-5.5-20171004,8.4,7.4
0.033,2017-10-23,MOAB_004,MOAB_004-M-28.5-5.5-20171023,NA,NA
0.045,2017-10-05,MOAB_001,MOAB_001-M-27-38-20171004,8.57,7.52
0.055,2018-04-01,MOAB_003,MOAB_003-M-25-31-20180401,8.23,7.54
0.046,2018-04-01,MOAB_003,MOAB_003-M-19.5-30-20180401,7.99,7.52
0.05,2018-04-01,MOAB_003,MOAB_003-M-15-4-20180401,8.34,7.63
0.063,2018-04-02,MOAB_001,MOAB_001-M-27-39.5-20180402,8.29,7.59
0.062,2018-04-02,MOAB_001,MOAB_001-M-32-18.5-20180402,8.41,7.63
0.053,2018-04-02,MOAB_001,MOAB_001-M-7-19-20180402,8.67,7.6
0.059,2018-04-02,MOAB_005,MOAB_005-M-24-31.5-20180402,8.16,7.53
0.053,2018-04-02,MOAB_005,MOAB_005-M-6.5-22.5-20180402,8.35,7.54
0.052,2018-04-02,MOAB_005,MOAB_005-M-1.5-16.5-20180402,8.26,7.44
0.056,2018-04-02,MOAB_002,MOAB_002-M-11-9-20180402,8.59,7.51
0.051,2018-04-02,MOAB_002,MOAB_002-M-14.5-31-20180402,8.54,7.82
0.045,2018-04-02,MOAB_002,MOAB_002-M-35.5-2-20180402,8.8,7.54
0.034,2018-04-02,MOAB_006,MOAB_006-M-13-3-20180402,8.7,7.32
0.05,2018-04-02,MOAB_006,MOAB_006-M-32-38-20180402,8.64,7.29
0.055,2018-04-02,MOAB_006,MOAB_006-M-19.5-33.5-20180402,8.66,7.44
