plotID,subplotID,year,nspp_native,nspp_unk,nspp_exotic,shannon_native,shannon_unk,shannon_exotic,cover_native,cover_unk,cover_exotic,rel_cover_native,rel_cover_unk,rel_cover_exotic,shannon_total,nspp_total,rc_Poaceae,rc_exotic_Poaceae,cover_exotic_Poaceae,cover_Poaceae,rc_native_Poaceae,rc_Bromus_tectorum,cover_Bromus_tectorum,site
JORN_004,41.4,2017,7,3,0,1.197237501557932,0.6931471805599453,0,13,1,0,0.9285714285714286,0.07142857142857142,0,1.418549690601907,8,0.07142857142857142,0,0,1,0.03571428571428571,0,0,JORN
JORN_004,41.4,2018,3,0,0,0.6365141682948128,0,0,3,0,0,1,0,0,0.6365141682948128,2,0,0,0,0,0,0,0,JORN
JORN_004,41.4,2019,3,0,0,0.6365141682948128,0,0,1.5,0,0,1,0,0,0.6365141682948128,2,0,0,0,0,0,0,0,JORN
JORN_005,31.1,2015,8,0,0,1.4800793998375485,0,0,16.5,0,0,1,0,0,1.4800793998375485,7,0.2727272727272727,0,0,4.5,0.2727272727272727,0,0,JORN
JORN_005,31.1,2016,9,0,0,1.166894398310849,0,0,35,0,0,1,0,0,1.166894398310849,8,0.45714285714285713,0,0,16,0.45714285714285713,0,0,JORN
JORN_005,31.1,2017,10,1,0,1.0977174024555685,0,0,35,0.5,0,0.9859154929577465,0.014084507042253521,0,1.15627919011786,10,0.19718309859154928,0,0,7,0.19718309859154928,0,0,JORN
JORN_005,31.1,2018,6,0,0,1.0089460729480302,0,0,21,0,0,1,0,0,1.0089460729480302,5,0.38095238095238093,0,0,8,0.38095238095238093,0,0,JORN
JORN_005,31.1,2019,6,0,0,0.5775137153768709,0,0,15,0,0,1,0,0,0.5775137153768709,5,0.06666666666666667,0,0,1,0.06666666666666667,0,0,JORN
JORN_005,31.4,2015,7,0,0,1.1100605570361504,0,0,14.5,0,0,1,0,0,1.1100605570361504,6,0.10344827586206896,0,0,1.5,0.10344827586206896,0,0,JORN
JORN_005,31.4,2016,9,0,0,1.5191966225044735,0,0,12.5,0,0,1,0,0,1.5191966225044735,8,0.12,0,0,1.5,0.12,0,0,JORN
JORN_005,31.4,2017,13,1,0,1.9305199635326247,0,0,19.5,0.5,0,0.975,0.025,0,1.9991638135818401,13,0.175,0,0,3.5,0.175,0,0,JORN
JORN_005,31.4,2018,6,0,0,0.8470490690476513,0,0,13,0,0,1,0,0,0.8470490690476513,5,0.11538461538461539,0,0,1.5,0.11538461538461539,0,0,JORN
JORN_005,32.2,2015,4,0,1,1.0549201679861442,0,0,2.5,0,3,0.45454545454545453,0,0.5454545454545454,1.1685184057430877,4,0,0,0,0,0,0,0,JORN
JORN_005,32.2,2016,9,0,0,1.0558309554666045,0,0,17.5,0,0,1,0,0,1.0558309554666045,8,0.7428571428571429,0,0,13,0.7428571428571429,0,0,JORN
JORN_005,32.2,2017,9,0,1,1.7981396338406537,0,0,0,0,0.5,0,0,0,1.8751218560198155,9,0,0,0,5.5,0,0,0,JORN
JORN_005,32.2,2018,4,0,0,0.7356219397587946,0,0,4,0,0,1,0,0,0.7356219397587946,3,0.75,0,0,3,0.75,0,0,JORN
